ids,lon,lat,kind,location,name,ateco,size,age
457091,12.54564328,41.64497325,U,Roma, S.LA.M. - SOCIETA LAVORAZIONI METALLI S.R.L.,25,media,over20y
425516,12.46097373,41.90590105,S,Roma, C O S M E D - S.R.L,26,media,over20y
79560,12.60944302,41.929879,U,Roma, NEWLAT S.P.A.,10,grande,over20y
147501,12.474895,41.899909,S,Roma, S.E.C. - SOCIETA ESERCIZIO CANTIERI - SOCIETA PER AZIONI,30,media,over20y
295320,12.572079,41.851021,U,Roma, UNIFLAIR S.P.A.,28,grande,over20y
11523823,12.54514535,41.89139754,U,Roma, MOLESKINE S P.A.,32,media,2y-5y
75141,12.51033701,41.68322269,S,Roma, CARLUCCI S.R.L.,17,media,over20y
612519,12.53581434,41.95550501,U,Roma, GROTTO S.P.A.,14,media,over20y
174141,12.48042072,41.90513011,U,Roma, LORO PIANA S.P.A.,14,grande,over20y
630408,12.27858021,41.73658983,U,Roma, BOTTEGA VERDE - S.R.L.,20,grande,over20y
12239914,12.77264735,41.95651877,S,Roma, PROGETTO ITALIA S.R.L.,17,media,2y-5y
3176841,12.59725475,41.84284226,S,Roma, ASSUT EUROPE S.P.A.,32,media,over20y
248692,12.590465,41.817019,U,Roma, PANAPESCA S.P.A.,10,media,over20y
621677,12.50514447,41.90597482,U,Roma, TIVOLI GROUP - SOCIETA PER AZIONI,15,media,over20y
86211,12.46923349,41.86475725,U,Roma, GOLDEN LADY COMPANY SOCIETA PER AZIONI,14,grande,over20y
2969796,12.65463552,41.61713134,U,Roma, AIR LIQUIDE ITALIA SERVICE S.R.L.,20,grande,10y-20y
64797,12.51864522,41.98728201,U,Roma, A.C.E.T. AZIENDA COSTRUZIONI ELETTRICHE E TELEFONICHE S.P.A.,27,media,over20y
2158751,12.4758124,41.87086038,U,Roma, SPRINT PRODUCTION S.R.L.,18,media,over20y
82321,12.6052219,41.90486735,U,Roma,TOTALERG TOTALERG S.P.A.,19,grande,over20y
57451,12.45794291,41.91087266,U,Roma, SAGICOFIM SPA,28,media,over20y
1055339,12.49469699,41.83281218,U,Roma, RIELLO S.P.A.,28,grande,10y-20y
770642,12.47182738,41.90187253,U,Roma, SANOFI S.P.A.,21,grande,over20y
134727,12.45761126,41.91368105,S,Roma, PULSAR - SOCIETA A RESPONSABILITA LIMITATA,26,media,over20y
2885558,12.77452884,41.81993594,U,Roma, NAZIONALE ELETTRONICA S.R.L.,26,media,10y-20y
97645,12.5604974,41.55634114,U,Roma, BUTAN GAS S.P.A.,19,grande,over20y
460750,7.64669135,45.21988342,U,Torino, ITALPORTE S.P.A.,16,media,over20y
841453,7.61367161,45.06649323,U,Torino, OPTOVISTA S.P.A.,32,media,over20y
378976,7.751066,45.23257823,U,Torino, ENDURANCE FONDALMEC S.P.A.,29,media,over20y
99167,7.4344195,45.03324729,U,Torino, BOTTERO S.P.A.,28,grande,over20y
2098763,7.75981643,45.16860602,U,Torino, DYTECH - DYNAMIC FLUID TECHNOLOGIES S.P.A.,29,grande,10y-20y
1970317,7.80229191,45.32675167,U,Torino, SACEL S.R.L.,25,media,10y-20y
6425,7.78489685,45.13121661,U,Torino, OSMA - S.R.L.,25,media,over20y
830624,7.59781703,45.00540249,U,Torino, FONTI DI VINADIO S.P.A.,11,media,over20y
630408,7.69021848,45.06815443,U,Torino, BOTTEGA VERDE - S.R.L.,20,grande,over20y
6030102,7.6743227,45.06457773,S,Torino, MAP SUD S.R.L.,25,media,10y-20y
969626,7.655216,45.068253,S,Torino, RO.MEC S.R.L,29,media,over20y
202239,7.8902327,45.19673587,U,Torino, M.A.C. METALLURGICA ASSEMBLAGGI CARPENTERIE - S.R.L.,25,grande,over20y
780501,7.502009,44.995539,U,Torino, COMAU S.P.A.,28,grande,over20y
39597,7.55167137,45.06775541,U,Torino, GIANETTI RUOTE SRL,29,media,over20y
175217,7.63263579,44.97894525,S,Torino, SESTRIERE VERNICI S.R.L.,20,media,over20y
93117,7.4876916,45.00878289,U,Torino, CELLINO S.R.L.,25,media,over20y
462191,7.68449602,45.07045775,U,Torino, ANTRESS INDUSTRY SPA ABBREVIABILE IN ANTRESS SPA,14,media,over20y
67308,7.66603708,45.06086096,S,Torino, TOP PLASTICS ITALY S.R.L.,29,media,over20y
224893,7.74098781,45.10803614,U,Torino, TECNOALARM SRL,26,media,over20y
749783,7.66126969,45.07543428,S,Torino, REER - S.P.A.,26,media,over20y
1310231,7.6403773,45.20910964,U,Torino, ALENIA AERMACCHI S.P.A.,30,grande,10y-20y
970812,7.547408,44.931274,U,Torino, GAVAZZA F.LLI S.P.A.,10,media,over20y
28317,7.62408756,45.0353371,U,Torino, NUOVA STAME S.P.A.,25,media,over20y
38593,7.59318279,45.34211782,U,Torino, FUCINE ROSTAGNO - SOCIETA PER AZIONI,25,media,over20y
110067,7.66192619,45.05898286,S,Torino, AMPER-AUTO - S.R.L.,29,media,over20y
2990350,7.72987754,45.14831316,U,Torino, FARMEN INTERNATIONAL COSMETICS DISTRIBUTION S.P.A.,20,media,over20y
80194,7.59982,45.10173,U,Torino, ELBI INTERNATIONAL S.P.A.,26,grande,over20y
443458,7.58335149,45.07569719,S,Torino, FONDERIE *ACCIAIERIE GIOVANNI MANDELLI SOCIETA PER AZIONI,24,media,over20y
3560333,7.71190192,45.16628614,S,Torino, SAET S.P.A.,28,media,10y-20y
184496,7.6757452,45.07679912,U,Torino, MANDARINA DUCK S.P.A.,15,media,over20y
5596,7.49819573,45.02159834,S,Torino, TERMOMACCHINE - S.R.L.,28,media,over20y
10329888,7.66348254,45.05944909,S,Torino, INTEK CM S.R.L.,28,media,5y-10y
440471,7.66808899,45.32897603,S,Torino, O M P OFFICINE MECCANICHE PIEMONTESI S.R.L.,29,media,over20y
970812,7.64039609,45.12846097,U,Torino, GAVAZZA F.LLI S.P.A.,10,media,over20y
134146,7.751066,45.23257823,U,Torino, A.R.I.S. - *APPLICAZIONI RIELABORAZIONI IMPIANTI SPECIALI - SOCIETA PER AZIONI CON SIGLA ABBREVIATA*A.R.I.S. - S.P.A.,29,media,over20y
1340295,7.63677364,45.02641406,S,Torino, FCA ITALY S.P.A.  IN FORMA ESTESA FIAT CHRYSLER AUTOMOBILES ITALY S.P.A.  E IN FORMA ABBREVIATA FIAT GROUP AUTOMOBILES S.P.A. E FIAT AUTO S.P.A.,29,grande,10y-20y
538567,7.55640905,44.99409153,U,Torino, INDUSTRIE RIUNITE MANUFATTI AUTO (I.R.M.A.) S.P.A.,29,grande,over20y
643717,7.771703,45.178904,U,Torino, GUARDINI S.P.A.,25,media,over20y
365222332,7.60863324,45.19818737,U,Torino, KEMIA TAU S.R.L.,20,media,1y-2y
1215923,7.67393064,45.07516806,S,Torino, LOREAL SAIPO INDUSTRIALE S.P.A.,20,grande,10y-20y
366264708,7.72311347,44.96857894,U,Torino, MODEL MASTER S.P.A.,29,media,0y-1y
217126,7.55209693,45.07404098,S,Torino, GHISALBA - S.P.A,27,media,over20y
210964,7.75180099,45.11409235,S,Torino, FIDIA - S.P.A.,28,media,over20y
1641358,7.82647824,45.17072813,U,Torino, SIMPRO S.P.A. SISTEMI E MACCHINE DI PRODUZIONE SIGLABILE SIMPRO S.P.A.,26,media,10y-20y
113190,7.72649474,44.86938863,U,Torino, S.A.F. - *SISTEMI AUTOMAZIONI FLESSIBILI - S.P.A.,25,media,over20y
1224523,7.60355,44.75414,U,Torino, BOMAN S.R.L.,25,media,10y-20y
1127052,7.74466081,45.12092877,U,Torino, VALENTINO S.P.A.,14,grande,10y-20y
5700114,7.54782464,44.94806154,S,Torino, SALVADORI SPINOTTI S.R.L. CON UNICO SOCIO,28,media,10y-20y
72710,7.62097109,45.01413544,U,Torino, COOPERATIVA PRODUZIONE SERRAMENTI DOLCINI SOCIETA COOPERATIVA IN BREVE C P S D SOCIETA COOPERATIVA,16,media,over20y
3146766,7.5982574,45.17667017,S,Torino, ABAC ARIA COMPRESSA S.P.A. SIGLABILE ABAC S.P.A. OVVERO OMA ITALY S.P.A. OVVERO A.ARIA C. S.P.A.,28,media,10y-20y
29031,7.60599764,45.31758245,S,Torino, SO.ME.L. - SOCIETA MECCANICA LEVONESE - S.P.A. SIGLABILE SO.ME.L. S.P.A.,25,media,over20y
92416,7.5682,45.10326,U,Torino, ROTFIL - SOCIETA A RESPONSABILITA LIMITATA ANCHE ABBREVIABILE ROTFIL S.R.L.,28,media,over20y
99735,7.75069445,45.14907306,S,Torino, SAIT ABRASIVI S.P.A.,23,grande,over20y
260384,7.55537679,45.05918861,U,Torino, PROPAGROUP S.P.A.,22,media,over20y
3570578,7.8902327,45.19673587,U,Torino, NUOVA CARROZZERIA TORINESE S.R.L.,29,media,10y-20y
1340295,7.52281161,44.94153108,U,Torino, FCA ITALY S.P.A.  IN FORMA ESTESA FIAT CHRYSLER AUTOMOBILES ITALY S.P.A.  E IN FORMA ABBREVIATA FIAT GROUP AUTOMOBILES S.P.A. E FIAT AUTO S.P.A.,29,grande,10y-20y
6841494,7.67062245,45.11365658,U,Torino, IMR AUTOMOTIVE S.P.A.,22,grande,5y-10y
2098763,7.51043817,44.92445799,U,Torino, DYTECH - DYNAMIC FLUID TECHNOLOGIES S.P.A.,29,grande,10y-20y
9258,7.55612713,45.0720217,U,Torino, OFFICINE METALLURGICHE G. CORNAGLIA S.P.A. SIGLABILE*CORNAGLIA S.P.A.,29,grande,over20y
6845447,7.67805262,45.05082908,U,Torino, EL PAN DNA VOLTA S.R.L.,10,media,10y-20y
164804,7.67050848,45.07921707,S,Torino, IMPER S.P.A.,22,media,over20y
441834,7.5540469,45.06596005,U,Torino, TRATTAMENTI TERMICI FERIOLI E GIANOTTI S.P.A.,25,media,over20y
34853,7.62749176,45.08239278,U,Torino, CENTRO MATIC - S.P.A.,28,media,over20y
150581,7.73323865,44.9757572,U,Torino, ALBESIANO SISA VERNICI S.R.L.,20,media,over20y
1140,7.66686734,45.06525092,S,Torino, SOFFIERIA *BERTOLINI S.P.A.,23,media,over20y
87600,7.72193525,44.97541899,U,Torino, HOUGHTON ITALIA SOCIETA PER AZIONI,20,media,over20y
43785,7.72229239,44.86493911,U,Torino, I.M.C. - *INDUSTRIA METALLURGICA*CARMAGNOLESE - SOCIETA A RESPONSABILITA LIMITATA,25,media,over20y
577478,7.63286836,44.98162233,S,Torino, LIRI INDUSTRIALE SPA IN LIQUIDAZIONE,22,media,over20y
481051,7.68147132,45.06411589,U,Torino, PONTEVECCHIO - S.R.L.,11,media,over20y
31812,7.64545828,45.05084618,U,Torino, INDUSTRIMECCANICA DI PRECISIONE BRANDIZZO I.P.B. S.P.A.,25,media,over20y
8345412,7.67830937,45.06848193,U,Torino, IGV GROUP S.P.A.,28,media,5y-10y
538315,7.71506128,44.97481006,S,Torino, HEXAGON METROLOGY S.P.A.,26,grande,over20y
749783,7.7216752,45.18322393,U,Torino, REER - S.P.A.,26,media,over20y
995876,7.54782464,44.94806154,U,Torino, TOWER AUTOMOTIVE ITALY S.R.L.,25,grande,over20y
8374443,7.63677364,45.02641406,S,Torino, OFFICINE MASERATI GRUGLIASCO S.P.A.,29,grande,5y-10y
351461858,7.6403773,45.20910964,S,Torino, SOCIETA*INDUSTRIALE TESSITURA NASTRI ED AFFINI (*S.I.T.N.A.) A RESPONSABILITA LIMITATA - IN CONCORDATO PREVENTIVO,13,media,over20y
1552893,7.58225106,45.08305075,S,Torino, SEWS - CABIND S.P.A.,29,media,10y-20y
27250,7.59245268,45.07282421,U,Torino, CARRERA S.P.A.,14,media,over20y
63619,7.53574751,45.06367178,S,Torino, PNEUMOFORE S.P.A.,28,media,over20y
1298815,7.66566039,45.03522161,U,Torino, MICHELIS EGIDIO S.N.C. DI MICHELIS CRISTINA  MARCO E MARIO SIGLABILE OVE CONSENTITO IN MICHELIS S.N.C. DI MICHELIS C.M.M.,10,media,10y-20y
10972384,7.66603708,45.06086096,S,Torino, HCM STAMPI S.R.L.,25,media,2y-5y
9096219,7.35751118,44.89832737,U,Torino, MIROGLIO FASHION S.R.L.,14,grande,5y-10y
654289,7.65176627,45.10831659,U,Torino, CARLO PIGNATELLI S.P.A.,14,media,over20y
155905,7.65039538,45.11542155,S,Torino, BISIACH E CARRU*COSTRUZIONI ROBOT E MACCHINE SPECIALI - S.P.A. SIGLABILE*BISIACH E CARRU S.P.A.,28,media,over20y
630408,7.59124228,45.02460262,U,Torino, BOTTEGA VERDE - S.R.L.,20,grande,over20y
6135732,7.6601317,45.18116551,U,Torino, IN.PRO.DI - INGHIRAMI PRODUZIONE DISTRIBUZIONE S.P.A.,14,media,5y-10y
1117395,7.67176652,45.04934927,S,Torino, KIMBERLY-CLARK S.R.L.,17,grande,10y-20y
8374470,7.72335697,45.10667897,S,Torino, IVECO S.P.A.,29,grande,5y-10y
346743,7.56779956,45.01539314,S,Torino, FERRIERA DEL VALDARNO - S.R.L. SIGLABILE FERDOVALDARNO - S.R.L.,25,grande,over20y
630408,7.69398832,44.99782209,U,Torino, BOTTEGA VERDE - S.R.L.,20,grande,over20y
575052,7.56178,44.86684,U,Torino, ADLER PLASTIC S.P.A.,22,media,over20y
156377,7.63457023,45.21867068,S,Torino, REMMERT S.P.A.,13,media,over20y
100952,7.471579,45.084532,U,Torino, ABB S.P.A.,27,grande,over20y
945213,7.74659078,45.12151381,U,Torino, TRAFITAL - S.P.A.,24,media,over20y
147725,7.8949931,45.21153431,U,Torino, ESSO ITALIANA S.R.L.,19,grande,10y-20y
136244,7.78250785,44.94168966,U,Torino, CARTOTECNICA CAMBIANESE S.R.L.,17,media,over20y
10465,7.560851,45.096829,U,Torino, STAMPOTECNICA S.P.A.,25,media,over20y
208894,7.5708,45.2609,U,Torino, MUSTAD S.P.A.,25,media,over20y
140120,7.67366964,45.06818963,S,Torino, ITALTEST S.R.L. SIGLABILE*I.T. S.R.L.,26,media,over20y
288176,7.70224572,45.09192447,U,Torino, ISOFOM S.R.L.,22,media,over20y
3257000,7.66192619,45.05898286,S,Torino, PERFORMANCE IN LIGHTING S.P.A.,27,media,10y-20y
2979178,7.87178261,44.90881277,U,Torino, AUNDE ITALIA S.P.A.,13,media,10y-20y
97729,7.5873964,45.07676107,S,Torino, TYCO ELECTRONICS AMP ITALIA S.R.L.,26,grande,over20y
1115292,7.62421909,45.01321486,U,Torino, SISTEMI SOSPENSIONI S.P.A.,29,grande,over20y
205085,7.75073029,45.12108072,U,Torino, MULTITEL PAGLIERO S.P.A.,28,media,over20y
344998,7.67857871,45.07279916,S,Torino, CONVER - S.R.L.,25,media,over20y
209930,7.93244197,44.94244228,U,Torino, RFT - S.P.A.,22,grande,over20y
6420572,7.66694015,45.03162927,U,Torino,LO' BY LOVABLE DBAPPAREL ITALIA S.R.L.,14,grande,5y-10y
202239,7.73434259,45.18650292,U,Torino, M.A.C. METALLURGICA ASSEMBLAGGI CARPENTERIE - S.R.L.,25,grande,over20y
756145,7.5628321,45.09969408,U,Torino, L.M.A. (LAVORAZIONE MECCANICA PER AERONAUTICA) - S.R.L. SIGLABILE L.M.A. S.R.L.,30,media,over20y
7574,7.617427,45.047697,S,Torino, TIPOGRAFIA TORINESE*STABILIMENTO POLIGRAFICO - SOCIETA PER AZIONI,18,media,over20y
526508,7.41881058,45.10483242,U,Torino, FINDER S.P.A.,27,grande,over20y
283088,7.76702,45.15889,U,Torino, ICOM S.R.L.,28,media,over20y
507768,7.57256644,45.01680107,U,Torino, M.C. IMPIANTI S.R.L.,25,media,over20y
6845447,7.57406534,45.07492132,U,Torino, EL PAN DNA VOLTA S.R.L.,10,media,10y-20y
308370,7.6611267,45.13660797,U,Torino, I.B.S. - INDUSTRIA BULLONERIA SPECIALE S.R.L.,25,grande,over20y
89072,7.67900565,45.06825905,S,Torino, MODEL MASTER S.R.L. IN LIQUIDAZIONE,29,media,over20y
9096219,7.68359415,45.06912233,U,Torino, MIROGLIO FASHION S.R.L.,14,grande,5y-10y
351418097,7.66189818,45.06078081,S,Torino, NUOVA I.P.E.S. SOCIETA DI ESERCIZIO S.R.L.,25,media,over20y
6123032,7.81110165,44.80221001,S,Torino, OMLAT S.R.L.,25,media,5y-10y
813710,7.75153794,45.12096375,S,Torino, ETAFELT S.R.L.,32,media,over20y
6293839,7.58116207,45.03153367,U,Torino, BVG S.P.A. IN LIQUIDAZIONE,28,media,5y-10y
79813,7.634883,45.247996,U,Torino, SAN GRATO - SOCIETA PER AZIONI,25,media,over20y
203581,7.59671485,45.04621689,U,Torino, F.O.M.T. FONDERIE OFFICINE MECCANICHE TONNO GIOVANNI DI TONNO SERGIO E C. - S.P.A.,24,media,over20y
362637873,7.50872531,44.99746836,U,Torino, GE AVIO S.R.L.,30,grande,1y-2y
168940,7.74488555,45.12106648,U,Torino, SAU S.P.A.,25,media,over20y
59611,7.580258,45.05256,U,Torino, LAMBORGHINI CALOR SOCIETA PER AZIONI,28,media,over20y
208894,7.63095889,45.13527495,U,Torino, MUSTAD S.P.A.,25,media,over20y
378976,7.751066,45.23257823,S,Torino, ENDURANCE FONDALMEC S.P.A.,29,media,over20y
299185,7.78986262,44.95215053,U,Torino, SINTESI E RICERCA S.P.A. SIGLABILE SER S.P.A.,19,media,over20y
849752,7.50105968,44.99525667,U,Torino, EUROWELD S.R.L.,25,media,over20y
1024794,7.6677999,45.06654394,S,Torino, ISOLPACK S.P.A. CON FACOLTA DI USARE AI FINI COMMERCIALI  ANCHE DA SOLA LA DIZIONE  CERIA ISOLPACK S.P.A.,25,media,10y-20y
11386117,7.71029187,45.11063726,U,Torino, VEHICLE ENGINEERING AND DESIGN S.R.L.,29,media,2y-5y
5722850,7.70479292,45.08630847,U,Torino, GIORDANO VINI S.P.A. OVVERO FERDINANDO GIORDANO S.P.A. OVVERO F.G. S.P.A. OVVERO G.V. S.P.A.,11,grande,10y-20y
299185,7.78588963,44.95312494,U,Torino, SINTESI E RICERCA S.P.A. SIGLABILE SER S.P.A.,19,media,over20y
229635,7.67415353,45.06516392,S,Torino, FRAP S.P.A.,29,media,over20y
7746038,7.55651681,45.05868162,U,Torino, AGC AUTOMOTIVE ITALIA S.R.L.,23,grande,over20y
970812,7.71788693,45.07379673,U,Torino, GAVAZZA F.LLI S.P.A.,10,media,over20y
672534,8.02181054,45.23113007,U,Torino, SORIN GROUP ITALIA SRL,26,grande,over20y
970812,7.62200237,45.06385675,U,Torino, GAVAZZA F.LLI S.P.A.,10,media,over20y
922186,7.64297915,45.09033898,U,Torino, ACCIAI SPECIALI TERNI S.P.A.,24,grande,over20y
127757,7.66720735,45.0553924,S,Torino, MAGNA POWERTRAIN CAMPIGLIONE S.R.L.,29,grande,over20y
296457,7.80113685,45.31817502,U,Torino, R.J. - S.R.L.,25,media,over20y
1376310,8.04892,45.1927,U,Torino, ITW LYS FUSION S.R.L.,22,media,10y-20y
1112444,7.640482,44.97936,U,Torino, MARTIN BAUER S.P.A.,10,media,over20y
921523,7.67045141,45.09192541,U,Torino, EATON S.R.L.,28,grande,over20y
364762673,7.76735,45.15885,U,Torino, RIVOIRA OPERATIONS S.R.L.,20,media,1y-2y
1112444,7.67229262,45.06916753,S,Torino, MARTIN BAUER S.P.A.,10,media,over20y
1340295,7.61542102,45.02038792,U,Torino, FCA ITALY S.P.A.  IN FORMA ESTESA FIAT CHRYSLER AUTOMOBILES ITALY S.P.A.  E IN FORMA ABBREVIATA FIAT GROUP AUTOMOBILES S.P.A. E FIAT AUTO S.P.A.,29,grande,10y-20y
309029,7.73033868,45.12201879,U,Torino, LOBO SPA,25,media,over20y
5823621,7.73289298,45.15142839,U,Torino, FATA S.P.A.,28,media,5y-10y
396305,7.725874,44.968445,U,Torino, IMPERIA & MONFERRINA SOCIETA PER AZIONI,27,media,over20y
2969796,7.606009,45.03574234,U,Torino, AIR LIQUIDE ITALIA SERVICE S.R.L.,20,grande,10y-20y
1214366,7.58189066,45.02926187,U,Torino, PROECO BTE S.R.L.,29,media,over20y
299185,7.79077772,44.95347753,U,Torino, SINTESI E RICERCA S.P.A. SIGLABILE SER S.P.A.,19,media,over20y
8265200,7.54403304,45.07283918,S,Torino, ROSTAN S.R.L.,25,media,over20y
657280,7.6481177,44.96609028,S,Torino, FARID INDUSTRIE SPA,29,grande,over20y
2586607,7.71501928,44.97082006,S,Torino, TESIO COOLING SYSTEMS S.P.A.,28,media,10y-20y
351579088,7.66984515,45.05387851,S,Torino, SOFFIERIA MECCANICA INDUSTRIALE GRASSO - SOCIETA IN NOME COL- LETTIVO DI C. GRASSO E C.,23,media,over20y
21715,7.58556715,45.02826987,U,Torino, C P M - S.P.A.,28,media,10y-20y
224893,7.7430618,45.10862595,S,Torino, TECNOALARM SRL,26,media,over20y
283088,7.73437143,45.10826292,U,Torino, ICOM S.R.L.,28,media,over20y
205816,7.49553097,45.10758659,S,Torino, C.L.N. - *COILS LAMIERE NASTRI S.P.A. SIGLABILE C.L.N. S.P.A.,25,grande,over20y
1340295,7.3800526,45.08447233,U,Torino, FCA ITALY S.P.A.  IN FORMA ESTESA FIAT CHRYSLER AUTOMOBILES ITALY S.P.A.  E IN FORMA ABBREVIATA FIAT GROUP AUTOMOBILES S.P.A. E FIAT AUTO S.P.A.,29,grande,10y-20y
175064,7.48443933,45.00549229,U,Torino, GENERALPLASTIK - S.R.L.,22,media,over20y
427254,7.58695494,45.02847144,U,Torino, RODACCIAI S.P.A.,24,grande,over20y
144433,7.66919336,45.06117985,S,Torino, BAUSANO & FIGLI S.P.A.,28,media,over20y
455776,7.479752,45.01175368,U,Torino, ADA GLASS-IN S.R.L. GLASS INDUSTRIAL MACHINERY IN SIGLA  ADA GLASS IN S.R.L. ,28,media,over20y
970812,7.63753228,45.00115968,U,Torino, GAVAZZA F.LLI S.P.A.,10,media,over20y
5887851,7.66976757,45.11411117,U,Torino, AIR LIQUIDE ITALIA PRODUZIONE SRL,20,media,10y-20y
676855,7.80113685,45.31817502,U,Torino, COGNE ACCIAI SPECIALI S.P.A. IN FORMA ABBREVIATA: C.A.S. S.P.A. O COGNE S.P.A.,24,grande,over20y
155792,7.85880768,45.03123284,S,Torino, ARCOPLASTICA - S.R.L.,22,media,over20y
285125,7.60189909,45.02732326,U,Torino, STAT - S.P.A.,29,media,over20y
6845447,7.64777703,45.04749781,U,Torino, EL PAN DNA VOLTA S.R.L.,10,media,10y-20y
364116572,7.55003842,45.06318431,U,Torino, TECNOCAR S.R.L.,29,media,1y-2y
88466,7.61339228,45.05685462,U,Torino, PRECA BRUMMEL S.P.A.,14,grande,over20y
744984,7.62097109,45.01413544,U,Torino, STEP S.P.A.,29,media,over20y
1088090,7.66920464,45.05819807,S,Torino, COSTRUZIONI STAMPI ATTREZZATURE S.R.L. SIGLABILE CO.ST.AT. S.R.L.,25,media,10y-20y
855169,7.68441759,45.06394294,S,Torino, CASCO IMOS ITALIA S.R.L.,29,media,10y-20y
7454706,7.55555424,45.07187397,S,Torino, BIOHEALTH ITALIA S.R.L.,21,media,10y-20y
933365,7.67229262,45.06916753,S,Torino, OPACMARE S.R.L.,30,media,10y-20y
234375,7.76904979,45.31284593,S,Torino, O.M.G. S.R.L. OFFICINE MECCANICHE,29,media,over20y
3239698,7.88222566,45.21039164,U,Torino, DIASORIN S.P.A.,20,grande,10y-20y
361995854,7.68204129,45.06490584,U,Torino, CONTE OF FLORENCE DISTRIBUTION SOCIETA PER AZIONI ABBREVIABILE IN: CONTE OF FLORENCE DISTRIBUTION S.P.A.,14,media,2y-5y
108322,7.53280233,45.23922263,S,Torino, ACCIAIERIE RIUNITE DI CAFASSE - S.P.A.,24,media,over20y
11522896,7.7998722,45.18964913,U,Torino, SPEA S.P.A.,26,grande,2y-5y
6605975,7.758141,44.933944,S,Torino, PETRONAS LUBRICANTS ITALY S.P.A.,19,grande,5y-10y
99464,7.74007525,44.77712955,U,Torino, FATTORIE OSELLA S.P.A.,10,media,over20y
1552893,7.56057642,45.03443667,U,Torino, SEWS - CABIND S.P.A.,29,media,10y-20y
69444,7.71203298,44.97342096,U,Torino, INDUSTRIE*BORLA S.P.A.,32,media,over20y
5991964,7.72620683,45.14877026,U,Torino, INDUSTRIA METALMECCANICA SPARONE S.R.L. SIGLABILE I.M.S. S.R.L.,25,grande,5y-10y
29843,7.76661643,45.17850101,U,Torino, BASF ITALIA S.P.A.,20,grande,over20y
1340295,7.547818,44.948057,U,Torino, FCA ITALY S.P.A.  IN FORMA ESTESA FIAT CHRYSLER AUTOMOBILES ITALY S.P.A.  E IN FORMA ABBREVIATA FIAT GROUP AUTOMOBILES S.P.A. E FIAT AUTO S.P.A.,29,grande,10y-20y
74903,7.5954283,45.12469859,S,Torino, COVEMA*VERNICI - S.P.A.,20,media,over20y
351746488,7.71564304,45.12290532,U,Torino, INDUSTRIE GRAFICHE *ROCCI - S.R.L.,18,media,over20y
110067,7.60036436,45.02897468,U,Torino, AMPER-AUTO - S.R.L.,29,media,over20y
8927984,7.67122202,45.13122734,U,Torino, HTF S.R.L.,30,media,5y-10y
813710,7.749273,45.117001,U,Torino, ETAFELT S.R.L.,32,media,over20y
5517350,7.55077443,45.06304377,S,Torino, PROCAN S.R.L.,24,media,10y-20y
113094,7.53807791,45.06400708,S,Torino, LIPPEM S.R.L.,29,media,over20y
1088090,7.623586,44.928518,U,Torino, COSTRUZIONI STAMPI ATTREZZATURE S.R.L. SIGLABILE CO.ST.AT. S.R.L.,25,media,10y-20y
607887,7.73786499,45.12696673,U,Torino, PIRELLI TYRE SPA,22,grande,over20y
141128,8.0481,45.08738385,U,Torino, SAINT-GOBAIN PPC ITALIA S.P.A.,23,grande,over20y
10074016,7.66428849,45.06822706,S,Torino, MONTE CARLO YACHTS S.P.A.,30,media,5y-10y
1340295,7.58830981,45.04826832,U,Torino, FCA ITALY S.P.A.  IN FORMA ESTESA FIAT CHRYSLER AUTOMOBILES ITALY S.P.A.  E IN FORMA ABBREVIATA FIAT GROUP AUTOMOBILES S.P.A. E FIAT AUTO S.P.A.,29,grande,10y-20y
156401,7.55648431,45.08109721,U,Torino, I.S.I.L. S.R.L.,25,media,over20y
10139260,7.56053454,45.09996639,U,Torino, M AND M SRL,25,media,5y-10y
5726323,7.67535803,44.76282006,S,Torino, V2 S.P.A.,27,media,10y-20y
174693,7.53195789,44.75120264,S,Torino, IN.AL.PI. S.P.A.,10,media,over20y
2191442,7.70659041,45.18213978,S,Torino, DE FONSECA S.P.A.,15,media,10y-20y
3737084,8.04504,44.90768,S,Torino, TCN VEHICLES DIVISION SRL SIGLABILE TCN V.D. SRL,25,media,10y-20y
97382,7.73121303,44.84908972,S,Torino, DI VITA SPA,10,media,over20y
685164,7.79678,45.153753,U,Torino, SOGEFI REJNA S.P.A.,29,grande,over20y
250416,7.81170505,45.1885614,S,Torino, CAST S.P.A.,24,media,over20y
673650,7.61972584,45.05343467,U,Torino, ENDURANCE FOA S.P.A.,24,media,over20y
3730540,7.83654683,44.92995986,S,Torino, DENSO THERMAL SYSTEMS S.P.A.,28,grande,10y-20y
9096219,7.66694015,45.03162927,U,Torino, MIROGLIO FASHION S.R.L.,14,grande,5y-10y
5460688,7.72733579,45.15430247,U,Torino, ACCIAIERIE VALBRUNA S.P.A.,24,grande,over20y
6635065,7.66586157,45.06722289,S,Torino, O.L.C.I. ENGINEERING S.R.L.,28,media,5y-10y
8873168,7.73786499,45.12696673,U,Torino, PIRELLI INDUSTRIE PNEUMATICI S.R.L.,22,grande,5y-10y
970812,7.36936488,44.92597342,U,Torino, GAVAZZA F.LLI S.P.A.,10,media,over20y
380813,7.80113685,45.31817502,U,Torino, TOPPETTI 2 S.R.L.,23,media,10y-20y
87600,7.72598728,44.97273517,U,Torino, HOUGHTON ITALIA SOCIETA PER AZIONI,20,media,over20y
